dispositive	date_log_in	time_log_in	date_log_out	time_log_out	datetime_log_in	datetime_log_out	time_pass	time_pass_hour	time_pass_minute	time_pass_second
Laptop	18/8/2020	09:04	18/8/2020	13:05	18/8/2020 09:04	18/8/2020 13:05	04:01	4,02	241,00	14460
Laptop	18/8/2020	14:03	18/8/2020	19:54	18/8/2020 14:03	18/8/2020 19:54	05:51	5,85	351,00	21060
Laptop	18/8/2020	20:10	18/8/2020	21:40	18/8/2020 20:10	18/8/2020 21:40	01:30	1,50	90,00	5400
Laptop	19/8/2020	09:24	19/8/2020	13:15	19/8/2020 09:24	19/8/2020 13:15	03:51	3,85	231,00	13860
Laptop	19/8/2020	14:25	19/8/2020	20:08	19/8/2020 14:25	19/8/2020 20:08	05:43	5,72	343,00	20580
Laptop	20/8/2020	08:57	20/8/2020	12:58	20/8/2020 08:57	20/8/2020 12:58	04:01	4,02	241,00	14460
Laptop	20/8/2020	13:58	20/8/2020	19:58	20/8/2020 13:58	20/8/2020 19:58	06:00	6,00	360,00	21600
Laptop	20/8/2020	20:12	20/8/2020	21:44	20/8/2020 20:12	20/8/2020 21:44	01:32	1,53	92,00	5520
Laptop	21/8/2020	10:28	21/8/2020	13:02	21/8/2020 10:28	21/8/2020 13:02	02:33	2,56	153,65	9219
Laptop	21/8/2020	14:23	21/8/2020	17:58	21/8/2020 14:23	21/8/2020 17:58	03:35	3,58	215,00	12900
Laptop	22/8/2020	17:07	22/8/2020	19:54	22/8/2020 17:07	22/8/2020 19:54	02:47	2,78	167,00	10020
Laptop	23/8/2020	16:14	23/8/2020	20:08	23/8/2020 16:14	23/8/2020 20:08	03:54	3,90	234,00	14040
Laptop	24/8/2020	09:15	24/8/2020	13:12	24/8/2020 09:15	24/8/2020 13:12	03:57	3,95	237,00	14220
Laptop	24/8/2020	14:00	24/8/2020	22:38	24/8/2020 14:00	24/8/2020 22:38	08:38	8,63	518,00	31080
Laptop	25/8/2020	20:50	25/8/2020	21:46	25/8/2020 20:50	25/8/2020 21:46	00:56	0,93	56,00	3360
Laptop	25/8/2020	08:59	25/8/2020	13:04	25/8/2020 08:59	25/8/2020 13:04	04:05	4,08	245,00	14700
Laptop	25/8/2020	13:58	25/8/2020	20:36	25/8/2020 13:58	25/8/2020 20:36	06:38	6,63	398,00	23880
Laptop	26/8/2020	09:21	26/8/2020	13:00	26/8/2020 09:21	26/8/2020 13:00	03:39	3,65	219,00	13140
Laptop	26/8/2020	13:55	26/8/2020	21:38	26/8/2020 13:55	26/8/2020 21:38	07:43	7,72	463,00	27780
Smart TV	17/8/2020	11:24	17/8/2020	17:29	17/8/2020 11:24	17/8/2020 17:29	06:04	6,07	364,25	21855
Smart TV	17/8/2020	21:37	17/8/2020	23:43	17/8/2020 21:37	17/8/2020 23:43	02:05	2,09	125,28	7517
Smart TV	18/8/2020	13:23	18/8/2020	14:01	18/8/2020 13:23	18/8/2020 14:01	00:38	0,63	38,00	2280
Smart TV	18/8/2020	22:17	18/8/2020	23:21	18/8/2020 22:17	18/8/2020 23:21	01:04	1,07	64,00	3840
Smart TV	19/8/2020	08:18	19/8/2020	08:59	19/8/2020 08:18	19/8/2020 08:59	00:41	0,68	41,00	2460
Smart TV	19/8/2020	13:42	19/8/2020	14:13	19/8/2020 13:42	19/8/2020 14:13	00:30	0,51	30,50	1830
Smart TV	19/8/2020	21:22	19/8/2020	23:04	19/8/2020 21:22	19/8/2020 23:04	01:42	1,70	102,00	6120
Smart TV	20/8/2020	13:11	20/8/2020	13:53	20/8/2020 13:11	20/8/2020 13:53	00:42	0,70	42,00	2520
Smart TV	20/8/2020	22:22	20/8/2020	23:46	20/8/2020 22:22	20/8/2020 23:46	01:24	1,40	84,00	5040
Smart TV	21/8/2020	08:32	21/8/2020	09:16	21/8/2020 08:32	21/8/2020 09:16	00:44	0,73	44,00	2640
Smart TV	21/8/2020	13:18	21/8/2020	14:15	21/8/2020 13:18	21/8/2020 14:15	00:57	0,95	57,00	3420
Smart TV	21/8/2020	22:42	21/8/2020	23:59	21/8/2020 22:42	21/8/2020 23:59	01:17	1,28	77,00	4620
Smart TV	22/8/2020	00:00	22/8/2020	00:44	22/8/2020 00:00	22/8/2020 00:44	00:44	0,73	44,00	2640
Smart TV	22/8/2020	10:32	22/8/2020	17:27	22/8/2020 10:32	22/8/2020 17:27	06:55	6,92	415,00	24900
Smart TV	22/8/2020	22:21	22/8/2020	23:59	22/8/2020 22:21	22/8/2020 23:59	01:38	1,63	98,00	5880
Smart TV	23/8/2020	00:00	23/8/2020	01:19	23/8/2020 00:00	23/8/2020 01:19	01:19	1,32	79,00	4740
Smart TV	23/8/2020	11:26	23/8/2020	12:03	23/8/2020 11:26	23/8/2020 12:03	00:37	0,62	37,00	2220
Smart TV	23/8/2020	13:42	23/8/2020	18:35	23/8/2020 13:42	23/8/2020 18:35	04:53	4,88	293,00	17580
Smart TV	23/8/2020	20:39	23/8/2020	23:38	23/8/2020 20:39	23/8/2020 23:38	02:59	2,98	179,00	10740
Smart TV	24/8/2020	08:23	24/8/2020	09:00	24/8/2020 08:23	24/8/2020 09:00	00:37	0,62	37,00	2220
Smart TV	24/8/2020	13:36	24/8/2020	13:58	24/8/2020 13:36	24/8/2020 13:58	00:22	0,37	22,00	1320
Smart TV	24/8/2020	21:44	24/8/2020	23:25	24/8/2020 21:44	24/8/2020 23:25	01:41	1,68	101,00	6060
Smart TV	25/8/2020	13:30	25/8/2020	13:58	25/8/2020 13:30	25/8/2020 13:58	00:28	0,47	28,00	1680
Smart TV	25/8/2020	22:48	25/8/2020	23:52	25/8/2020 22:48	25/8/2020 23:52	01:04	1,07	64,00	3840
Smart TV	26/8/2020	08:20	26/8/2020	08:56	26/8/2020 08:20	26/8/2020 08:56	00:36	0,60	36,00	2160
Smart TV	26/8/2020	13:01	26/8/2020	13:49	26/8/2020 13:01	26/8/2020 13:49	00:48	0,80	48,00	2880
Smart TV	26/8/2020	22:12	26/8/2020	23:37	26/8/2020 22:12	26/8/2020 23:37	01:25	1,42	85,00	5100
Smartphone	17/8/2020	10:11	17/8/2020	10:17	17/8/2020 10:11	17/8/2020 10:17	00:05	0,09	5,20	312
Smartphone	17/8/2020	11:25	17/8/2020	11:28	17/8/2020 11:25	17/8/2020 11:28	00:03	0,06	3,38	203
Smartphone	17/8/2020	12:02	17/8/2020	12:03	17/8/2020 12:02	17/8/2020 12:03	00:01	0,02	1,20	72
Smartphone	17/8/2020	12:13	17/8/2020	12:48	17/8/2020 12:13	17/8/2020 12:48	00:35	0,59	35,15	2109
Smartphone	17/8/2020	12:49	17/8/2020	12:52	17/8/2020 12:49	17/8/2020 12:52	00:03	0,05	3,00	180
Smartphone	17/8/2020	12:54	17/8/2020	12:55	17/8/2020 12:54	17/8/2020 12:55	00:01	0,02	1,20	72
Smartphone	17/8/2020	12:57	17/8/2020	13:05	17/8/2020 12:57	17/8/2020 13:05	00:07	0,12	7,48	449
Smartphone	17/8/2020	13:15	17/8/2020	13:20	17/8/2020 13:15	17/8/2020 13:20	00:05	0,08	5,03	302
Smartphone	17/8/2020	13:24	17/8/2020	13:29	17/8/2020 13:24	17/8/2020 13:29	00:04	0,08	4,87	292
Smartphone	17/8/2020	13:50	17/8/2020	13:53	17/8/2020 13:50	17/8/2020 13:53	00:02	0,05	2,78	167
Smartphone	17/8/2020	13:56	17/8/2020	14:01	17/8/2020 13:56	17/8/2020 14:01	00:04	0,07	4,48	269
Smartphone	17/8/2020	14:09	17/8/2020	14:14	17/8/2020 14:09	17/8/2020 14:14	00:04	0,08	4,75	285
Smartphone	17/8/2020	14:21	17/8/2020	14:26	17/8/2020 14:21	17/8/2020 14:26	00:05	0,08	5,03	302
Smartphone	17/8/2020	14:43	17/8/2020	15:36	17/8/2020 14:43	17/8/2020 15:36	00:52	0,87	52,33	3140
Smartphone	17/8/2020	16:31	17/8/2020	16:35	17/8/2020 16:31	17/8/2020 16:35	00:03	0,06	3,70	222
Smartphone	17/8/2020	16:38	17/8/2020	16:44	17/8/2020 16:38	17/8/2020 16:44	00:05	0,09	5,50	330
Smartphone	17/8/2020	17:20	17/8/2020	17:21	17/8/2020 17:20	17/8/2020 17:21	00:01	0,02	1,30	78
Smartphone	17/8/2020	17:24	17/8/2020	17:25	17/8/2020 17:24	17/8/2020 17:25	00:01	0,02	1,00	60
Smartphone	17/8/2020	17:37	17/8/2020	17:45	17/8/2020 17:37	17/8/2020 17:45	00:08	0,13	8,02	481
Smartphone	17/8/2020	17:49	17/8/2020	17:54	17/8/2020 17:49	17/8/2020 17:54	00:05	0,09	5,70	342
Smartphone	17/8/2020	18:03	17/8/2020	18:06	17/8/2020 18:03	17/8/2020 18:06	00:02	0,04	2,53	152
Smartphone	17/8/2020	18:08	17/8/2020	18:10	17/8/2020 18:08	17/8/2020 18:10	00:01	0,03	1,88	113
Smartphone	17/8/2020	18:17	17/8/2020	18:21	17/8/2020 18:17	17/8/2020 18:21	00:03	0,06	3,62	217
Smartphone	17/8/2020	18:39	17/8/2020	18:40	17/8/2020 18:39	17/8/2020 18:40	00:01	0,02	1,28	77
Smartphone	17/8/2020	18:44	17/8/2020	18:45	17/8/2020 18:44	17/8/2020 18:45	00:01	0,02	1,32	79
Smartphone	17/8/2020	19:09	17/8/2020	19:12	17/8/2020 19:09	17/8/2020 19:12	00:03	0,05	3,25	195
Smartphone	17/8/2020	19:17	17/8/2020	19:21	17/8/2020 19:17	17/8/2020 19:21	00:03	0,07	3,98	239
Smartphone	17/8/2020	19:51	17/8/2020	19:52	17/8/2020 19:51	17/8/2020 19:52	00:01	0,02	1,12	67
Smartphone	17/8/2020	20:01	17/8/2020	20:03	17/8/2020 20:01	17/8/2020 20:03	00:01	0,02	1,08	65
Smartphone	17/8/2020	20:05	17/8/2020	20:16	17/8/2020 20:05	17/8/2020 20:16	00:11	0,19	11,20	672
Smartphone	17/8/2020	20:23	17/8/2020	20:24	17/8/2020 20:23	17/8/2020 20:24	00:01	0,02	1,45	87
Smartphone	17/8/2020	20:36	17/8/2020	20:38	17/8/2020 20:36	17/8/2020 20:38	00:01	0,03	1,72	103
Smartphone	17/8/2020	20:49	17/8/2020	20:52	17/8/2020 20:49	17/8/2020 20:52	00:02	0,04	2,43	146
Smartphone	17/8/2020	21:03	17/8/2020	21:06	17/8/2020 21:03	17/8/2020 21:06	00:03	0,06	3,37	202
Smartphone	17/8/2020	21:14	17/8/2020	21:16	17/8/2020 21:14	17/8/2020 21:16	00:02	0,04	2,15	129
Smartphone	17/8/2020	22:10	17/8/2020	22:15	17/8/2020 22:10	17/8/2020 22:15	00:04	0,08	4,62	277
Smartphone	17/8/2020	22:18	17/8/2020	22:20	17/8/2020 22:18	17/8/2020 22:20	00:02	0,04	2,55	153
Smartphone	17/8/2020	22:35	17/8/2020	22:42	17/8/2020 22:35	17/8/2020 22:42	00:06	0,11	6,90	414
Smartphone	17/8/2020	22:47	17/8/2020	22:50	17/8/2020 22:47	17/8/2020 22:50	00:02	0,04	2,23	134
Smartphone	17/8/2020	23:38	17/8/2020	23:43	17/8/2020 23:38	17/8/2020 23:43	00:04	0,08	4,90	294
Smartphone	18/8/2020	08:10	18/8/2020	08:12	18/8/2020 08:10	18/8/2020 08:12	00:02	0,03	2,00	120
Smartphone	18/8/2020	09:11	18/8/2020	09:15	18/8/2020 09:11	18/8/2020 09:15	00:04	0,07	4,00	240
Smartphone	18/8/2020	10:25	18/8/2020	10:29	18/8/2020 10:25	18/8/2020 10:29	00:03	0,06	3,50	210
Smartphone	18/8/2020	10:48	18/8/2020	10:51	18/8/2020 10:48	18/8/2020 10:51	00:02	0,05	2,75	165
Smartphone	18/8/2020	13:03	18/8/2020	13:05	18/8/2020 13:03	18/8/2020 13:05	00:01	0,03	1,92	115
Smartphone	18/8/2020	13:28	18/8/2020	13:32	18/8/2020 13:28	18/8/2020 13:32	00:04	0,07	4,33	260
Smartphone	18/8/2020	13:35	18/8/2020	13:37	18/8/2020 13:35	18/8/2020 13:37	00:02	0,04	2,65	159
Smartphone	18/8/2020	13:48	18/8/2020	13:56	18/8/2020 13:48	18/8/2020 13:56	00:08	0,14	8,20	492
Smartphone	18/8/2020	14:12	18/8/2020	14:19	18/8/2020 14:12	18/8/2020 14:19	00:06	0,11	6,77	406
Smartphone	18/8/2020	14:32	18/8/2020	14:34	18/8/2020 14:32	18/8/2020 14:34	00:02	0,03	2,08	125
Smartphone	18/8/2020	15:44	18/8/2020	16:11	18/8/2020 15:44	18/8/2020 16:11	00:26	0,44	26,45	1587
Smartphone	18/8/2020	16:19	18/8/2020	16:21	18/8/2020 16:19	18/8/2020 16:21	00:01	0,03	1,72	103
Smartphone	18/8/2020	17:00	18/8/2020	17:08	18/8/2020 17:00	18/8/2020 17:08	00:08	0,14	8,17	490
Smartphone	18/8/2020	17:12	18/8/2020	17:38	18/8/2020 17:12	18/8/2020 17:38	00:25	0,43	25,70	1542
Smartphone	18/8/2020	17:52	18/8/2020	18:01	18/8/2020 17:52	18/8/2020 18:01	00:08	0,14	8,68	521
Smartphone	18/8/2020	18:04	18/8/2020	18:11	18/8/2020 18:04	18/8/2020 18:11	00:06	0,10	6,28	377
Smartphone	18/8/2020	19:35	18/8/2020	19:37	18/8/2020 19:35	18/8/2020 19:37	00:02	0,03	2,10	126
Smartphone	18/8/2020	19:44	18/8/2020	19:45	18/8/2020 19:44	18/8/2020 19:45	00:01	0,03	1,92	115
